Codigo Punto de Venta;Punto de Venta;Empresas;Latitud;Longitud;Canal;Zona;Distrito
585608;STAR MARKET TUCUME;PERNOD RICARD PERU S.A.;-6.509930459;-79.85983418;TRADICIONAL;CHICLAYO;TUCUME
585609;MIS PEQUE?OS ANGEL Y VALENTINA;PERNOD RICARD PERU S.A.;-6.643391127;-79.38599822;TRADICIONAL;FUERA_DE_RUTA;LAMBAYEQUE
585610;TONEL WASHINGTON;PERNOD RICARD PERU S.A.;-6.749650594;-79.83403147;TRADICIONAL;CHICLAYO;CHICLAYO
585612;ANGEL PEÑALOZA;PERNOD RICARD PERU S.A.;-12.276375;-76.8702801;TRADICIONAL;LIMA;LURIN
585617;LICORERIA DK;PERNOD RICARD PERU S.A.;-8.137382392;-79.04602801;TRADICIONAL;FUERA_DE_RUTA;TRUJILLO
585619;LICORERIA LA TABERNA CHICLAYO;PERNOD RICARD PERU S.A.;-6.765140922;-79.85290442;TRADICIONAL;CHICLAYO;CHICLAYO
585623;CUSCO BRAN;PERNOD RICARD PERU S.A.;-13.52198874;-71.9686546;TRADICIONAL;CUSCO;CUSCO
585624;EL VIEJO MARKET;PERNOD RICARD PERU S.A.;-13.525377;-71.983513;TRADICIONAL;CUSCO;CUSCO
585633;BOLOS MERCADO;PERNOD RICARD PERU S.A.;-13.5292432;-71.9357265;TRADICIONAL;FUERA_DE_RUTA;CUSCO
585634;FENIX LICORERIA - MARKET;PERNOD RICARD PERU S.A.;-13.5274181;-71.946934;TRADICIONAL;CUSCO;CUSCO
668449;BODEGA EL BODEGON;PERNOD RICARD PERU S.A.;-16.37859009;-71.55986667;TRADICIONAL;AREQUIPA;AREQUIPA
668450;GRUPO OSCAR;PERNOD RICARD PERU S.A.;-16.426369;-71.536871;TRADICIONAL;AREQUIPA;AREQUIPA
668451;LICORERIA STRAGOS 2;PERNOD RICARD PERU S.A.;-16.3809769;-71.55207753;TRADICIONAL;FUERA_DE_RUTA;AREQUIPA
668452;LICORERIA LA CURDA;PERNOD RICARD PERU S.A.;-16.42609285;-71.52064204;TRADICIONAL;AREQUIPA;AREQUIPA
668453;ARACELY ANA MORALES;PERNOD RICARD PERU S.A.;-16.40459177;-71.53891325;TRADICIONAL;AREQUIPA;AREQUIPA
668454;DISTRIBUCIONES LILY;PERNOD RICARD PERU S.A.;-16.40406251;-71.53620958;TRADICIONAL;AREQUIPA;AREQUIPA
668455;DISTRIBUIDORA LUANA;PERNOD RICARD PERU S.A.;-16.40378936;-71.53954625;TRADICIONAL;FUERA_DE_RUTA;AREQUIPA
668456;INVERSIONES ELENA;PERNOD RICARD PERU S.A.;-16.4041277;-71.5391988;TRADICIONAL;AREQUIPA;AREQUIPA
668458;MINIMARKET LA CANASTA;PERNOD RICARD PERU S.A.;-16.425052;-71.517274;TRADICIONAL;AREQUIPA;AREQUIPA
668459;INVERSIONES RAYSER;PERNOD RICARD PERU S.A.;-16.40309131;-71.53551221;TRADICIONAL;AREQUIPA;AREQUIPA
668460;MINI MARKET Y LICORES SONIA;PERNOD RICARD PERU S.A.;-16.3843738;-71.5695882;TRADICIONAL;AREQUIPA;AREQUIPA
668461;MUSUQ MARKET;PERNOD RICARD PERU S.A.;-16.38538799;-71.57174349;TRADICIONAL;AREQUIPA;AREQUIPA
668462;MINIMARKET MONTERREY;PERNOD RICARD PERU S.A.;-16.42874425;-71.52420399;TRADICIONAL;AREQUIPA;AREQUIPA
668463;EL SUPER PORTALES;PERNOD RICARD PERU S.A.;-16.39905136;-71.53769016;TRADICIONAL;AREQUIPA;AREQUIPA
668464;LICORERIA 1198;PERNOD RICARD PERU S.A.;-6.769923419;-79.85762358;TRADICIONAL;CHICLAYO;CHICLAYO
668465;LICORERIA D RUMBA;PERNOD RICARD PERU S.A.;-6.760589;-79.836227;TRADICIONAL;CHICLAYO;CHICLAYO
668466;LA LICORERIA;PERNOD RICARD PERU S.A.;-6.7688429;-79.8358417;TRADICIONAL;CHICLAYO;CHICLAYO
668467;LICORERIA 360 - 4;PERNOD RICARD PERU S.A.;-6.785893561;-79.86730096;TRADICIONAL;CHICLAYO;CHICLAYO
668468;LICORERIA 360-5;PERNOD RICARD PERU S.A.;-6.7975482;-79.8400074;TRADICIONAL;FUERA_DE_RUTA;CHICLAYO
668470;TUMI MARKET 1;PERNOD RICARD PERU S.A.;-6.773183541;-79.84253883;TRADICIONAL;FUERA_DE_RUTA;CHICLAYO
668471;LA TABERNA DISTRIBUCIONES;PERNOD RICARD PERU S.A.;-6.763942;-79.8387902;TRADICIONAL;CHICLAYO;CHICLAYO
668472;MARKET SANTA YSABEL JOSE OLAYA;PERNOD RICARD PERU S.A.;-6.773661;-79.855017;TRADICIONAL;CHICLAYO;CHICLAYO
668473;BUHOS MARKET;PERNOD RICARD PERU S.A.;-13.5199779;-71.9801801;TRADICIONAL;CUSCO;CUSCO
668474;CENTRAL MARKET 369;PERNOD RICARD PERU S.A.;-13.5179922;-71.975602;TRADICIONAL;FUERA_DE_RUTA;CUSCO
668476;GAELOS DISTRIBUICIONES;PERNOD RICARD PERU S.A.;-13.52284623;-71.96897916;TRADICIONAL;CUSCO;CUSCO
668477;MARKET PLATEROS;PERNOD RICARD PERU S.A.;-13.5161516;-71.9800036;TRADICIONAL;CUSCO;CUSCO
668478;CUSCO MARKET;PERNOD RICARD PERU S.A.;-13.5162691;-71.9798609;TRADICIONAL;CUSCO;CUSCO
668479;COCA MARKET;PERNOD RICARD PERU S.A.;-13.5157266;-71.9792247;TRADICIONAL;CUSCO;CUSCO
668480;FATIMA MULTISERVICIOS;PERNOD RICARD PERU S.A.;-13.5179292;-71.9755757;TRADICIONAL;CUSCO;CUSCO
668488;LICORERIA TOP BIRRA;PERNOD RICARD PERU S.A.;-6.765058676;-79.85587721;TRADICIONAL;CHICLAYO;CHICLAYO
668491;MINIMARKET AGAPE;PERNOD RICARD PERU S.A.;-12.14301631;-76.94507059;TRADICIONAL;LIMA;LIMA
668492;TORRES CRESPO BRENDA;PERNOD RICARD PERU S.A.;-12.14765589;-77.02123112;TRADICIONAL;LIMA;LIMA
668493;LICORERIA ARIAN;PERNOD RICARD PERU S.A.;-12.194708;-76.984828;TRADICIONAL;LIMA;LIMA
668494;LICORERIA D LICONAIM;PERNOD RICARD PERU S.A.;-11.93945204;-77.05133771;TRADICIONAL;LIMA;LIMA
668495;LA PROMO;PERNOD RICARD PERU S.A.;-11.97428434;-77.07253927;TRADICIONAL;LIMA;LIMA
668497;RAMOS ACEVEDO JULIO;PERNOD RICARD PERU S.A.;-11.95524297;-77.06149612;TRADICIONAL;LIMA;LIMA
668498;LICORERIA DELUXE;PERNOD RICARD PERU S.A.;-11.9320744;-77.04890348;TRADICIONAL;LIMA;LIMA
668499;LICORERIA GATO NEGRO-RETABLO;PERNOD RICARD PERU S.A.;-11.938873;-77.0518338;TRADICIONAL;LIMA;LIMA
668504;LICORERIA EL HINCHA;PERNOD RICARD PERU S.A.;-11.992613;-77.070355;TRADICIONAL;LIMA;LIMA
668505;LICORERIA LAS PALMERAS;PERNOD RICARD PERU S.A.;-11.97859657;-77.0711383;TRADICIONAL;LIMA;LIMA
668506;LICORERIA CHUPISTICA;PERNOD RICARD PERU S.A.;-11.96834321;-77.07158119;TRADICIONAL;LIMA;LIMA
668507;STOP LICORERIA;PERNOD RICARD PERU S.A.;-11.98552028;-77.0926837;TRADICIONAL;LIMA;LIMA
668508;LICORERIA DELI DRINKS;PERNOD RICARD PERU S.A.;-11.9711383;-77.0679167;TRADICIONAL;LIMA;LIMA
668512;MINIMARKET HATUN SAC;PERNOD RICARD PERU S.A.;-11.97191763;-77.07465891;TRADICIONAL;LIMA;LIMA
668513;MUNDO LICOR;PERNOD RICARD PERU S.A.;-11.99533257;-77.08169986;TRADICIONAL;LIMA;LIMA
668514;LICORERIA DAAS;PERNOD RICARD PERU S.A.;-11.96370041;-77.07786497;TRADICIONAL;LIMA;LIMA
668515;LICOW;PERNOD RICARD PERU S.A.;-12.08925781;-77.07292158;TRADICIONAL;LIMA;LIMA
668516;EL GATO NEGRO;PERNOD RICARD PERU S.A.;-11.89155577;-77.06798334;TRADICIONAL;LIMA;LIMA
668524;LICORERIA BRINDISI;PERNOD RICARD PERU S.A.;-12.15503934;-76.96103053;TRADICIONAL;LIMA;LIMA
668525;LICORERIAEL CHATO;PERNOD RICARD PERU S.A.;-12.15981155;-76.95948933;TRADICIONAL;LIMA;LIMA
668526;LICORERIA IRASSHAI;PERNOD RICARD PERU S.A.;-12.15381468;-76.97415503;TRADICIONAL;LIMA;LIMA
668528;LICORERIA USS;PERNOD RICARD PERU S.A.;-12.08149297;-76.99642547;TRADICIONAL;LIMA;LIMA
668530;LICORERIA BEEF;PERNOD RICARD PERU S.A.;-12.07652161;-77.00008069;TRADICIONAL;LIMA;LIMA
668531;BODEGON MARKET;PERNOD RICARD PERU S.A.;-12.07735718;-76.98963783;TRADICIONAL;LIMA;LIMA
668533;LICORERIA GEMA;PERNOD RICARD PERU S.A.;-13.53794894;-71.90535317;TRADICIONAL;CUSCO;SAN JERONIMO
668534;LICORERIA MONTE BIANCO;PERNOD RICARD PERU S.A.;-12.08344194;-77.08969725;TRADICIONAL;LIMA;LIMA
668535;LICORERIA BODEGA EL TRONQUITO;PERNOD RICARD PERU S.A.;-12.08028;-77.09469;TRADICIONAL;LIMA;LIMA
668537;LICORES GROUP S.A.C.;PERNOD RICARD PERU S.A.;-12.11273541;-77.00699926;TRADICIONAL;LIMA;LIMA
668538;EL CORCHO 14;PERNOD RICARD PERU S.A.;-12.2153546;-76.9406502;TRADICIONAL;LIMA;LIMA
668539;LICORERIA JUNCO;PERNOD RICARD PERU S.A.;-12.171566;-76.9550138;TRADICIONAL;LIMA;LIMA
668541;LICORERIA SUMMER;PERNOD RICARD PERU S.A.;-12.148578;-76.9507329;TRADICIONAL;LIMA;LIMA
668542;LICORERIA EL CONEJO;PERNOD RICARD PERU S.A.;-12.1436602;-76.9501028;TRADICIONAL;LIMA;LIMA
668543;LICORERIA JK;PERNOD RICARD PERU S.A.;-12.1412663;-76.9438792;TRADICIONAL;LIMA;LIMA
668545;MINIMARKET ALI 365;PERNOD RICARD PERU S.A.;-12.2165685;-76.9348564;TRADICIONAL;LIMA;LIMA
668546;EL ANTIOQUEÑO;PERNOD RICARD PERU S.A.;-12.15609209;-76.9721491;TRADICIONAL;LIMA;SAN JUAN DE MIRAFLORES
668547;LICORERIA ANDAHUALINDA;PERNOD RICARD PERU S.A.;-11.97723098;-77.09298468;TRADICIONAL;LIMA;LIMA
668548;LICORERIA BRIANA;PERNOD RICARD PERU S.A.;-11.97719966;-77.09285806;TRADICIONAL;LIMA;LIMA
668551;G.M.P.E INVERSIONES;PERNOD RICARD PERU S.A.;-12.1506682;-76.9678757;TRADICIONAL;LIMA;LIMA
668553;LICORERIA LA TIENDA DE MI APA 2;PERNOD RICARD PERU S.A.;-12.0187067;-77.0748797;TRADICIONAL;LIMA;LIMA
668557;POZITO MOLINA;PERNOD RICARD PERU S.A.;-12.09061973;-76.94948802;TRADICIONAL;LIMA;LIMA
668558;POZITO CHACARILLA;PERNOD RICARD PERU S.A.;-12.10966128;-76.98142854;TRADICIONAL;LIMA;LIMA
668559;JET MARKET MIRAFLORES RAMON RIBEYRO;PERNOD RICARD PERU S.A.;-12.124526;-77.023043;TRADICIONAL;LIMA;MIRAFLORES
668560;JET MARKET MIRAFLORES ARISTIDES ALJOVIN;PERNOD RICARD PERU S.A.;-12.131455;-77.029045;TRADICIONAL;LIMA;MIRAFLORES
668562;JET MARKET MIRAFLORES LA PAZ 1660;PERNOD RICARD PERU S.A.;-12.1345749;-77.0252105;TRADICIONAL;LIMA;LIMA
668563;JET MARKET MIRAFLORES JOSE PARDO;PERNOD RICARD PERU S.A.;-12.11902063;-77.04036561;TRADICIONAL;LIMA;LIMA
668564;JET MARKET MIRAFLORES LA PAZ 1040;PERNOD RICARD PERU S.A.;-12.128299;-77.027115;TRADICIONAL;LIMA;LIMA
668565;JET MARKET MIRAFLORES PERCY PHILLIPPS;PERNOD RICARD PERU S.A.;-12.1261706;-77.00724925;TRADICIONAL;LIMA;LIMA
668567;JET MARKET MIRAFLORES ROMA;PERNOD RICARD PERU S.A.;-12.12122447;-77.0380387;TRADICIONAL;LIMA;LIMA
668568;JET MARKET SAN ISIDRO LAURELES;PERNOD RICARD PERU S.A.;-12.097289;-77.045583;TRADICIONAL;LIMA;LIMA
668569;JET MARKET SAN ISIDRO DASSO;PERNOD RICARD PERU S.A.;-12.0973871;-77.0457057;TRADICIONAL;LIMA;LIMA
668570;JET MARKET SAN ISIDRO VALLE RIESTRA;PERNOD RICARD PERU S.A.;-12.10101234;-77.05366076;TRADICIONAL;LIMA;LIMA
668573;LOS SALAS SURCO;PERNOD RICARD PERU S.A.;-12.1207781;-76.9877407;TRADICIONAL;LIMA;LIMA
668575;ISEL;PERNOD RICARD PERU S.A.;-5.174371596;-80.64944115;TRADICIONAL;PIURA;PIURA
668576;BODEGA NIÑO JESUS;PERNOD RICARD PERU S.A.;-5.178364;-80.6418726;TRADICIONAL;FUERA_DE_RUTA;PIURA
668577;LICORERIA AREA 51;PERNOD RICARD PERU S.A.;-5.185953053;-80.66539962;TRADICIONAL;FUERA_DE_RUTA;PIURA
668578;CARMEN ROSA PEÑA HUAMAN;PERNOD RICARD PERU S.A.;-5.1770007;-80.6774562;TRADICIONAL;PIURA;PIURA
668579;LICORERIA SUDIMAR;PERNOD RICARD PERU S.A.;-5.2155133;-80.6262789;TRADICIONAL;FUERA_DE_RUTA;PIURA
668580;LICORERIA GHEEM;PERNOD RICARD PERU S.A.;-5.190483151;-80.66683719;TRADICIONAL;FUERA_DE_RUTA;PIURA
668581;LICORERIA FERNANDO;PERNOD RICARD PERU S.A.;-5.189224805;-80.62623289;TRADICIONAL;PIURA;PIURA
668582;LICORERIA PICADOS;PERNOD RICARD PERU S.A.;-5.19240903;-80.62800021;TRADICIONAL;FUERA_DE_RUTA;PIURA
668583;ELEVITH LEONARDO;PERNOD RICARD PERU S.A.;-5.209729;-80.6418624;TRADICIONAL;PIURA;PIURA
668584;LICORERIA TEQUILA -PIURA;PERNOD RICARD PERU S.A.;-5.191055067;-80.6065112;TRADICIONAL;PIURA;PIURA
668585;ENRIQUE SEGUNDO ROMERO GUTIERREZ;PERNOD RICARD PERU S.A.;-5.1669598;-80.6623772;TRADICIONAL;PIURA;PIURA
668586;LICORERIA CORONA;PERNOD RICARD PERU S.A.;-8.101276;-79.02571;TRADICIONAL;TRUJILLO;TRUJILLO
668589;LICORERIA VALEBAR;PERNOD RICARD PERU S.A.;-8.0963284;-79.0226307;TRADICIONAL;TRUJILLO;TRUJILLO
668590;LICORERIA MAX;PERNOD RICARD PERU S.A.;-8.0776697;-79.0399913;TRADICIONAL;FUERA_DE_RUTA;TRUJILLO
668591;LICORERIA TAIMA;PERNOD RICARD PERU S.A.;-8.123054175;-79.02024054;TRADICIONAL;TRUJILLO;TRUJILLO
668592;EL POINT 2;PERNOD RICARD PERU S.A.;-8.125312;-79.0191553;TRADICIONAL;TRUJILLO;TRUJILLO
668593;WASHKU LICORERIA LAS QUINTANAS;PERNOD RICARD PERU S.A.;-8.1270764;-79.0411376;TRADICIONAL;TRUJILLO;TRUJILLO
668594;WASHKU LICORERIA JARDINES DEL GOLF;PERNOD RICARD PERU S.A.;-8.1342878;-79.0355287;TRADICIONAL;TRUJILLO;TRUJILLO
668596;LICORERIA TRAGO LIBRE;PERNOD RICARD PERU S.A.;-8.107199538;-79.01380422;TRADICIONAL;TRUJILLO;TRUJILLO
668597;LICORERIA 24 HRS;PERNOD RICARD PERU S.A.;-8.142426;-79.0545705;TRADICIONAL;TRUJILLO;TRUJILLO
668601;LOS TILOS PREMIUM;PERNOD RICARD PERU S.A.;-8.133254158;-79.04123512;TRADICIONAL;TRUJILLO;TRUJILLO
668602;DISTRIBUCIONES BRUNO CR7;PERNOD RICARD PERU S.A.;-16.40430359;-71.53605938;TRADICIONAL;AREQUIPA;AREQUIPA
674591;ZUÑIGA BERNABE PRIMITIVA FLORENTINA / IFEL SAC;PERNOD RICARD PERU S.A.;-12.0345512;-77.0431871;TRADICIONAL;LIMA;LIMA
674592;INVERSIONES DISENZO S.A.C.;PERNOD RICARD PERU S.A.;-12.06341139;-77.07064012;TRADICIONAL;LIMA;LIMA
681379;TIENDA MAYORISTA LA TABERNA;PERNOD RICARD PERU S.A.;-6.763728067;-79.83820264;TRADICIONAL;LIMA;CHICLAYO
681437;MARKET TRADE SAC;PERNOD RICARD PERU S.A.;-12.11093324;-77.03678562;TRADICIONAL;LIMA;
681438;CORPORACION DIAS BUENOS S.A.C.;PERNOD RICARD PERU S.A.;-12.12041734;-77.03358581;TRADICIONAL;LIMA;
681439;BALDEON GROUP BUSINESS S.A.C.;PERNOD RICARD PERU S.A.;-12.06819193;-77.00943272;TRADICIONAL;LIMA;
681440;DISTRIBUIDORA TRES MARIAS S.A.C.;PERNOD RICARD PERU S.A.;-12.0680583;-77.00930835;TRADICIONAL;LIMA;
681441;DISTRIBUIDORA Y COMERCIALIZADORA DE PRODUCTOS NORSUR S.A.C.;PERNOD RICARD PERU S.A.;-12.06831261;-77.00916959;TRADICIONAL;LIMA;
681442;EL VIEJO MARKET;PERNOD RICARD PERU S.A.;-13.525377;-71.983513;TRADICIONAL;LIMA;SAN JERONIMO
681443;PAPA DE AMERICA SOCIEDAD ANONIMA - PAPA DE AMERICA S.A.;PERNOD RICARD PERU S.A.;-13.53260111;-71.9803196;TRADICIONAL;LIMA;
681444;ADRIANA´S MARKET;PERNOD RICARD PERU S.A.;-12.0888338;-77.014059;TRADICIONAL;LIMA;
681445;DRINKS CUSCO;PERNOD RICARD PERU S.A.;-13.51953728;-71.96054105;TRADICIONAL;LIMA;
681446;LICORERIA DE A2;PERNOD RICARD PERU S.A.;-12.14642165;-76.97115702;TRADICIONAL;LIMA;SAN JUAN DE MIRAFLORES
683111;LA CASA DEL BARMAN GUARDIA CIVIL;PERNOD RICARD PERU S.A.;-12.18255767;-77.00092385;TRADICIONAL;LIMA;CHORRILLOS
683113;LICORERIA EROS;PERNOD RICARD PERU S.A.;-12.07998729;-76.99212614;TRADICIONAL;LIMA;SAN LUIS
683114;INVERSIONES DERICK;PERNOD RICARD PERU S.A.;-12.06090534;-77.03265032;TRADICIONAL;LIMA;LA VICTORIA
683115;LICORERIA MOJITO;PERNOD RICARD PERU S.A.;-11.9963155;-77.00727582;TRADICIONAL;LIMA;SAN JUAN DE LURIGANCHO
683116;MINIMARKET SHEYLA;PERNOD RICARD PERU S.A.;-12.01443811;-76.99715569;TRADICIONAL;LIMA;SAN JUAN DE LURIGANCHO
683117;LICORERIA UNO MAS;PERNOD RICARD PERU S.A.;-11.97367469;-77.07266547;TRADICIONAL;LIMA;LOS OLIVOS
683118;MARKET JACOB;PERNOD RICARD PERU S.A.;-12.08671333;-77.0413536;TRADICIONAL;LIMA;LINCE
683119;DISTRIBUIDORA RUSS EIRL;PERNOD RICARD PERU S.A.;-12.08171772;-76.99621675;TRADICIONAL;LIMA;SAN LUIS
683120;LEIDA PEREZ DELGADO;PERNOD RICARD PERU S.A.;-12.07237976;-76.99969175;TRADICIONAL;LIMA;SAN LUIS
683121;VELAZCO HUANCARI ALAIN JOEL;PERNOD RICARD PERU S.A.;-11.87453501;-77.12748702;TRADICIONAL;LIMA;VILLA MARIA DEL TRIUNFO
683122;LICORERIA TANNAT;PERNOD RICARD PERU S.A.;-12.10014806;-76.94999409;TRADICIONAL;LIMA;LA MOLINA
683123;LICORERIA DON PORFIRIOR;PERNOD RICARD PERU S.A.;-12.10630609;-77.00066937;TRADICIONAL;LIMA;SAN BORJA
683124;LICORERIA EL POINT;PERNOD RICARD PERU S.A.;-12.08973282;-76.99597238;TRADICIONAL;LIMA;SAN BORJA
683125;LOS DE ARRIBA;PERNOD RICARD PERU S.A.;-12.07709261;-76.98347149;TRADICIONAL;LIMA;ATE
683126;TABACOS C?LERA EIRL;PERNOD RICARD PERU S.A.;-12.11520536;-77.02305822;TRADICIONAL;LIMA;SURQUILLO
683127;DIVINO- ANA CORTEZ;PERNOD RICARD PERU S.A.;-12.14458718;-77.00375792;TRADICIONAL;LIMA;SANTIAGO DE SURCO
683128;DISTRIB BARRIONUEVO EL BOTIJON;PERNOD RICARD PERU S.A.;-12.13961326;-77.02218597;TRADICIONAL;LIMA;LIMA
683129;LICORERIA SHIRLEY;PERNOD RICARD PERU S.A.;-12.0280869;-77.0316586;TRADICIONAL;LIMA;LIMA
683376;LEON DRINKS & CARS EIRL;PERNOD RICARD PERU S.A.;-12.0704634;-75.206649;TRADICIONAL;HUANCAYO;HUANCAYO
683377;EL NORTEÑO & ROMA JEANS;PERNOD RICARD PERU S.A.;-12.0704825;-75.2058184;TRADICIONAL;HUANCAYO;HUANCAYO
683378;ARBET;PERNOD RICARD PERU S.A.;-12.07175347;-75.20827696;TRADICIONAL;HUANCAYO;HUANCAYO
683379;MANTARO RETAIL S.C.R.L;PERNOD RICARD PERU S.A.;-12.07300527;-75.20740226;TRADICIONAL;FUERA_DE_RUTA;HUANCAYO
683380;INVERSIONES MALY;PERNOD RICARD PERU S.A.;-12.02994486;-75.23611895;TRADICIONAL;FUERA_DE_RUTA;
683381;BOTILLERIA EL PUNTO;PERNOD RICARD PERU S.A.;-12.04164952;-75.19342334;TRADICIONAL;FUERA_DE_RUTA;HUANCAYO
683382;LICORERIA AL PASO;PERNOD RICARD PERU S.A.;-12.00686223;-75.28263506;TRADICIONAL;FUERA_DE_RUTA;
683384;LICORERIA LA CAVA HUANCAYO;PERNOD RICARD PERU S.A.;-12.0587018;-75.1982954;TRADICIONAL;HUANCAYO;HUANCAYO
683385;MARKET LICORERIA PUNTO CLAVE;PERNOD RICARD PERU S.A.;-12.0626911;-75.20184242;TRADICIONAL;FUERA_DE_RUTA;
683386;LICORERIA LA KLETA;PERNOD RICARD PERU S.A.;-12.07533365;-75.20199103;TRADICIONAL;FUERA_DE_RUTA;
683387;LICORERIA NYCOL;PERNOD RICARD PERU S.A.;-12.06759636;-75.20670365;TRADICIONAL;FUERA_DE_RUTA;
683388;LICORERIA D TODO;PERNOD RICARD PERU S.A.;-12.06489482;-75.20450294;TRADICIONAL;HUANCAYO;HUANCAYO
683389;LICORERIA MINIMARKET SANTI;PERNOD RICARD PERU S.A.;-12.06537949;-75.20436665;TRADICIONAL;FUERA_DE_RUTA;
683390;LICORERIA CAJO;PERNOD RICARD PERU S.A.;-12.0667145;-75.2085283;TRADICIONAL;HUANCAYO;HUANCAYO
683391;LICORERIA MR. CAT;PERNOD RICARD PERU S.A.;-12.06726545;-75.21368899;TRADICIONAL;HUANCAYO;HUANCAYO
683392;LICORERIA ENTRE COPAS;PERNOD RICARD PERU S.A.;-12.08344623;-75.20804076;TRADICIONAL;FUERA_DE_RUTA;
683393;LICORERIA OLIMPO;PERNOD RICARD PERU S.A.;-12.05607136;-75.21911429;TRADICIONAL;FUERA_DE_RUTA;
683395;LICORERIA POCHITA;PERNOD RICARD PERU S.A.;-12.06439841;-75.21689569;TRADICIONAL;HUANCAYO;HUANCAYO
683396;INVERSIONES E IMPORTACIONES JUMI;PERNOD RICARD PERU S.A.;-12.05993838;-75.2155926;TRADICIONAL;FUERA_DE_RUTA;
683397;MELVI VIPETOUR;PERNOD RICARD PERU S.A.;-16.40393434;-71.53934242;TRADICIONAL;AREQUIPA;AREQUIPA
683434;TIENDAS EPA S.A.C (MIRAFLORES);PERNOD RICARD PERU S.A.;-5.188302446;-80.62101894;TRADICIONAL;FUERA_DE_RUTA;MIRAFLORES
684525;LICORERIA PREVIOS;PERNOD RICARD PERU S.A.;-8.098488905;-79.0433903;TRADICIONAL;TRUJILLO;TRUJILLO
684526;LA CHELADERIA;PERNOD RICARD PERU S.A.;-8.093505177;-79.04290725;TRADICIONAL;TRUJILLO;TRUJILLO
684527;LICORER?A BBT OTRA 2;PERNOD RICARD PERU S.A.;-8.085227306;-79.04164193;TRADICIONAL;FUERA_DE_RUTA;TRUJILLO
684528;365 LIQUOR;PERNOD RICARD PERU S.A.;-8.125083177;-79.01850343;TRADICIONAL;FUERA_DE_RUTA;TRUJILLO
684529;LICORERIA D MALL VILLA MARIA 427;PERNOD RICARD PERU S.A.;-12.16433415;-76.94797596;TRADICIONAL;LIMA;LIMA
684530;LICORERIA D MALL VILLA MARIA 152;PERNOD RICARD PERU S.A.;-12.16627941;-76.9510999;TRADICIONAL;LIMA;LIMA
684531;INVERSIONES TAYPE;PERNOD RICARD PERU S.A.;-12.16318725;-76.94680787;TRADICIONAL;LIMA;LIMA
684532;SUPER MEGA2;PERNOD RICARD PERU S.A.;-12.33291842;-76.82538457;TRADICIONAL;LIMA;LIMA
684534;LICORERIA DEVER MAGISTERIAL;PERNOD RICARD PERU S.A.;-5.190073184;-80.64610422;TRADICIONAL;PIURA;PIURA
684535;LICORERIA CHARLY;PERNOD RICARD PERU S.A.;-5.178536761;-80.68019193;TRADICIONAL;PIURA;PIURA
684540;BODEGA JHON;PERNOD RICARD PERU S.A.;-12.2148471;-76.93923853;TRADICIONAL;LIMA;SAN JUAN DE MIRAFLORES
684541;BODEGA JULIAN;PERNOD RICARD PERU S.A.;-12.21512737;-76.93886502;TRADICIONAL;LIMA;SAN JUAN DE MIRAFLORES
684542;LICORERIA VIKINGOS;PERNOD RICARD PERU S.A.;-12.21448591;-76.93860372;TRADICIONAL;LIMA;
684543;LICORERIA RAMIREZ;PERNOD RICARD PERU S.A.;-12.21702999;-76.94291626;TRADICIONAL;LIMA;VILLA MARIA DEL TRIUNFO
684544;LA CANASTA LARAPA;PERNOD RICARD PERU S.A.;-13.53657835;-71.9074663;TRADICIONAL;CUSCO;SAN JERONIMO
684545;ULTRA MERCADO MAYORISTA;PERNOD RICARD PERU S.A.;-13.5348776;-71.97952012;TRADICIONAL;CUSCO;CUSCO
684546;CONTRERAS POLO CANDELARIO PERCY;PERNOD RICARD PERU S.A.;-12.07404856;-76.98462101;TRADICIONAL;LIMA;
684547;LICORERIA JUANCHO;PERNOD RICARD PERU S.A.;-12.00886452;-77.09747559;TRADICIONAL;LIMA;
684548;LICORERIA 6 TORRES;PERNOD RICARD PERU S.A.;-12.01217922;-77.09396442;TRADICIONAL;LIMA;LIMA
684549;LA TABERNA QUI?ONES;PERNOD RICARD PERU S.A.;-6.767990652;-79.83279795;TRADICIONAL;LIMA;CHICLAYO
684587;DON AQUIJANO;PERNOD RICARD PERU S.A.;-11.937859;-77.0710221;TRADICIONAL;FUERA_DE_RUTA;LOS OLIVOS
684588;JIOMAR CHOQUE;PERNOD RICARD PERU S.A.;-11.93789485;-77.07077492;TRADICIONAL;LIMA;LOS OLIVOS
684589;MINIMARKET NANCY;PERNOD RICARD PERU S.A.;-11.94733877;-77.06888316;TRADICIONAL;FUERA_DE_RUTA;
684590;LICORERIA PAPER PARTY PIM PON;PERNOD RICARD PERU S.A.;-16.42335384;-71.51599332;TRADICIONAL;FUERA_DE_RUTA;AREQUIPA
684591;MIRA MARKET;PERNOD RICARD PERU S.A.;-5.173880728;-80.66050892;TRADICIONAL;PIURA;PIURA
684592;LICORERIA 24 HORAS SHYRUI;PERNOD RICARD PERU S.A.;-5.16686068;-80.65554386;TRADICIONAL;PIURA;PIURA
684593;DISTRIBUCION CRISTHIAN S.R.L;PERNOD RICARD PERU S.A.;-5.174552954;-80.64266389;TRADICIONAL;PIURA;PIURA
684594;LICORERIA 360 CARRETERA PIMENTEL;PERNOD RICARD PERU S.A.;-6.7960899;-79.8841615;TRADICIONAL;CHICLAYO;CHICLAYO
684595;LICORERIA BAZAR S&D;PERNOD RICARD PERU S.A.;-5.176964525;-80.6722504;TRADICIONAL;PIURA;PIURA
